2.246379999999999821e+00 1.621469000000000165e-03 1.332524222495147512e+02 1.332524222495147512e+02 0.000000000000000000e+00
2.248106277128547603e+00 1.218535559154647254e-03 1.457878759354452143e+02 1.457878759354452143e+02 0.000000000000000000e+00
2.249832554257094941e+00 8.156021183093981010e-04 1.595026693490081016e+02 1.595026693490081016e+02 0.000000000000000000e+00
2.251558831385642723e+00 9.953415463781352911e-04 1.745077632615377183e+02 1.745077632615377183e+02 0.000000000000000000e+00
2.253285108514190060e+00 1.499538675658546386e-03 1.909245590489072981e+02 1.909245590489072981e+02 0.000000000000000000e+00
2.255011385642737842e+00 2.267027547562940320e-03 2.088858810928819594e+02 2.088858810928819594e+02 0.000000000000000000e+00
2.256737662771285180e+00 3.756332299026637032e-03 2.285370516095094331e+02 2.285370516095094331e+02 0.000000000000000000e+00
2.258463939899832962e+00 5.245637050490716685e-03 2.500370665954828553e+02 2.500370665954828553e+02 0.000000000000000000e+00
2.260190217028380300e+00 6.264610914331168387e-03 2.735598823985976651e+02 2.735598823985976651e+02 0.000000000000000000e+00
2.261916494156928081e+00 7.226768231899315456e-03 2.992958233102010581e+02 2.992958233102010581e+02 0.000000000000000000e+00
2.263642771285475419e+00 7.805938922277805454e-03 3.274531215515279996e+02 3.274531215515279996e+02 0.000000000000000000e+00
2.265369048414023201e+00 8.010576983587740924e-03 3.582596020908995342e+02 3.582596020908995342e+02 0.000000000000000000e+00
2.267095325542570983e+00 8.153579858660050389e-03 3.919645258915103341e+02 3.919645258915103341e+02 0.000000000000000000e+00
2.268821602671118320e+00 7.784096237443987980e-03 4.288406064602334027e+02 4.288406064602334027e+02 0.000000000000000000e+00
2.270547879799666102e+00 7.414612616227830161e-03 4.691862159544850215e+02 4.691862159544850215e+02 0.000000000000000000e+00
2.272274156928213440e+00 7.553251543615823772e-03 5.133277986175498881e+02 5.133277986175498881e+02 0.000000000000000000e+00
2.274000434056761222e+00 7.906211878178246930e-03 5.616225109637322248e+02 5.616225109637322248e+02 0.000000000000000000e+00
2.275726711185308559e+00 8.622029045981407722e-03 6.144611099332564663e+02 6.144611099332564663e+02 0.000000000000000000e+00
2.277452988313856341e+00 1.023606718730171727e-02 6.722711121969709893e+02 6.722711121969709893e+02 0.000000000000000000e+00
2.279179265442403679e+00 1.185010532862161049e-02 7.355202499222488086e+02 7.355202499222488086e+02 0.000000000000000000e+00
2.280905542570951461e+00 1.400615315114469434e-02 8.047202506295614057e+02 8.047202506295614057e+02 0.000000000000000000e+00
2.282631819699498799e+00 1.624582304263020097e-02 8.804309712833664889e+02 8.804309712833664889e+02 0.000000000000000000e+00
2.284358096828046580e+00 1.849837175186264462e-02 9.632649194870700740e+02 9.632649194870700740e+02 0.000000000000000000e+00
2.286084373956594362e+00 2.076776026757593333e-02 1.053892197597449467e+03 1.053892197597449467e+03 0.000000000000000000e+00
2.287810651085141700e+00 2.303714878328863569e-02 1.153045908753077583e+03 1.153045908753077583e+03 0.000000000000000000e+00
2.289536928213689482e+00 2.620374582505508379e-02 1.261528067227913652e+03 1.261528067227913652e+03 0.000000000000000000e+00
2.291263205342236819e+00 2.937522829304489019e-02 1.380216059181007040e+03 1.380216059181007040e+03 0.000000000000000000e+00
2.292989482470784601e+00 3.370498264902240665e-02 1.510069703775364815e+03 1.510069703775364815e+03 0.000000000000000000e+00
2.294715759599331939e+00 3.900476269685057562e-02 1.652138968770141446e+03 1.652138968770141446e+03 0.000000000000000000e+00
2.296442036727879721e+00 4.443028077027406930e-02 1.807572399036164143e+03 1.807572399036164143e+03 0.000000000000000000e+00
2.298168313856427059e+00 5.125824779489171479e-02 1.977626320962596083e+03 1.977626320962596083e+03 0.000000000000000000e+00
2.299894590984974840e+00 5.808621481951112275e-02 2.163674890364818566e+03 2.163674890364818566e+03 0.000000000000000000e+00
2.301620868113522178e+00 6.711552289794286974e-02 2.367221056177735591e+03 2.367221056177735591e+03 0.000000000000000000e+00
2.303347145242069960e+00 7.752557959506224672e-02 2.589908516814060022e+03 2.589908516814060022e+03 0.000000000000000000e+00
2.305073422370617742e+00 8.868850968119065814e-02 2.833534750402584450e+03 2.833534750402584450e+03 0.000000000000000000e+00
2.306799699499165079e+00 1.044377145791881428e-01 3.100065203971897972e+03 3.100065203971897972e+03 0.000000000000000000e+00
2.308525976627712861e+00 1.201869194771896798e-01 3.391648729676465337e+03 3.391648729676465337e+03 0.000000000000000000e+00
2.310252253756260199e+00 1.394577699791850200e-01 3.710634357940636619e+03 3.710634357940636619e+03 0.000000000000000000e+00
2.311978530884807981e+00 1.605762096687870788e-01 4.059589497331729945e+03 4.059589497331729945e+03 0.000000000000000000e+00
2.313704808013355319e+00 1.829238365137599021e-01 4.441319648264661737e+03 4.441319648264661737e+03 0.000000000000000000e+00
2.315431085141903100e+00 2.117637310733336831e-01 4.858889711249712491e+03 4.858889711249712491e+03 0.000000000000000000e+00
2.317157362270450438e+00 2.406036256329000533e-01 5.315646958907892440e+03 5.315646958907892440e+03 0.000000000000000000e+00
2.318883639398998220e+00 2.778065217359747541e-01 5.815245722577476954e+03 5.815245722577476954e+03 0.000000000000000000e+00
2.320609916527545558e+00 3.194947182538211417e-01 6.361673816581153915e+03 6.361673816581153915e+03 0.000000000000000000e+00
2.322336193656093339e+00 3.633856344969321750e-01 6.959280682983189763e+03 6.959280682983189763e+03 0.000000000000000000e+00
2.324062470784641121e+00 4.211729284469465928e-01 7.612807182795138942e+03 7.612807182795138942e+03 0.000000000000000000e+00
